City,Comments,Country,Date Posted,Duration,Lat,Long,Name,Shape,ss status
prescott valley,In Arizona-A light attached to something floating.,us,07/03/2018 00:00,1800,34.61,-112.315,323-prescott valley-other,other,Active
lubbock,sleepover. flashing lights. blankets ripped off bed. tall thin figures spoke to us. abduction. woke with strange triangular marks on,us,07/03/2018 00:00,0,33.5777778,-101.8547222,319-lubbock-other,other,Active
aurora,Object seen shooting across the sky at a very high rate of speed and the stopped and started blinking a white light.  Object was moving,us,07/03/2018 00:00,300,39.7294444,-104.8313889,322-aurora-Sleigh,Sleigh,Pending
blackwell,A gold triangular shaped object with a red tail was seen hovering in the air west southwest of Blackwell OK.  It hovered for at leas,us,07/03/2018 00:00,600,36.8044444,-97.2825,317-blackwell-triangle,triangle,Pending
simi valley,A silver metallic object streaked across the sky in a northeast direction. It suddenly slowed to a complete stop before going straight,us,07/03/2018 00:00,240,34.2694444,-118.7805556,320-simi valley-egg,egg,Active
seattle,Extremely rapid silent non-streaking bright light moving from north to south at probably 15 to 25 degrees along the eastern horizon a,us,07/03/2018 00:00,3,47.6063889,-122.3308333,315-seattle-light,light,Pending
san jose,It was a clear starlit night when I noticed an object in the south-eastern sky.  At a distance I assumed it was an airplane on the flig,us,07/03/2018 00:00,180,37.3394444,-121.8938889,318-san jose-triangle,triangle,Closed
tucson,a large glowing object shot across sky from se to nw but when it came out of clouds it stopped buzzed around a bit and had lights to bi,us,07/03/2018 00:00,180,32.2216667,-110.9258333,313-tucson-other,other,Pending
columbia,Little ship circling Big ship. Over easternColumbia MO.Dember first I was traveling eastbound on Clark LN. When I noticed a bright,us,07/03/2018 00:00,600,38.9516667,-92.3338889,316-columbia-light,light,Closed
las vegas (se of),Luminous sphere (white) travelling due west at a very high velocity (it slowed down and then accelerated). It moved along a ridge of a,us,07/03/2018 00:00,10,36.175,-115.1363889,311-las vegas (se of)-sphere,sphere,Active
gulf breeze,Large red firy orange balls in a figure approaching   a triangle in shape40 years old  some graduate school,us,07/03/2018 00:00,105,30.3569444,-87.1638889,314-gulf breeze-fireball,fireball,Pending
seattle,Dimly lit group of colored objects hovering over the Woodland Park Zoo emitting light beams similar to spotlights.I was walking my,us,07/03/2018 00:00,7,47.6063889,-122.3308333,308-seattle-sphere,sphere,Closed
rio de janeiro (brazil),3 fast moving redish lights very high moving first North to South them one manuevering to NW followed by the  other 2.Clear eve,us,07/03/2018 00:00,30,-22.9083,-43.197077,312-rio de janeiro (brazil)-light,light,Active
seguin,San Antonio Express-News ran 3 stories on the Sleigh that was found in a ranchers field.From San Antonio Express-News story 2 witn,us,07/03/2018 00:00,5,29.5686111,-97.9644444,306-seguin-Sleigh,Sleigh,Active
austin,A bright red light in E/SE. Did not move as long as we watched.,us,07/03/2018 00:00,1800,30.2669444,-97.7427778,310-austin-light,light,Active
moab,Very bright stationary object approx. 30 deg.off horizon.  Emitted triangular yellow greenlight modulating from flood to spot beam.  T,us,07/03/2018 00:00,180,38.5733333,-109.5491667,307-moab-other,other,Active
lake city,An object the size and brightness of Venus appeared in southern sky for appoximately 30 seconds.   It then gradually doubled and size a,us,07/03/2018 00:00,30,38.03,-107.3147222,304-lake city-light,light,Active
grants pass,Triangular Ship:Turning in midair,us,07/03/2018 00:00,60,42.4391667,-123.3272222,305-grants pass-triangle,triangle,Active
macon,The night of this event I was coming home from a boy scout campout with some other boys when we saw the objects.We saw 4 objects. O,us,07/03/2018 00:00,0,32.8405556,-83.6325,302-macon-disk,disk,Active
long beach,A bright luminesant egg shaped object aproached the beach from the south and hovered with out sound for three mins.,us,07/03/2018 00:00,300,40.5883333,-73.6583333,303-long beach-egg,egg,Closed
mckinlyville/eureka (near arcata driving),SMALL DISK SHAPE Sleigh,us,07/03/2018 00:00,60,40.971148,-124.106615,300-mckinlyville/eureka (near arcata driving)-Sleigh,Sleigh,Active
loredo/eagle pass (between),Liner lights.  4 turn off 3 turn off2 turn off.  High and near the U.S./Mexico Border,us,07/03/2018 00:00,90,28.709143,-100.499521,301-loredo/eagle pass (between)-sleigh,sleigh,Active
billings,Two bright red lights moving in perfect sleigh flew over Billings on the evening of Jan.12 1997.  They were;flying at an altitude n,us,07/03/2018 00:00,300,45.7833333,-108.5,298-billings-Sleigh,Sleigh,Active
miami,A light the size of an average star was spotted traveling at grater spped than commmercial aircraft at a high altitude.,us,07/03/2018 00:00,120,25.7738889,-80.1938889,299-miami-light,light,Pending
pittsburgh,28-30 Lighted objects coming up over the city hovering and almost coliding with one another. Red lights escorting them. Vanished.,us,07/03/2018 00:00,1200,40.4405556,-79.9961111,296-pittsburgh-sleigh,sleigh,Active
st. louis,I was watching TV in my bedroom.  It was about to doze off when out my window I saw a very large blue flash.  The flash filled my room,us,07/03/2018 00:00,0,38.6272222,-90.1977778,297-st. louis-flash,flash,Active
st. louis,I was in my room watching tv when I looked out the window to see a huge blue flash that lit up the sky. I could see everything as clear,us,07/03/2018 00:00,0,38.6272222,-90.1977778,294-st. louis-flash,flash,Closed
allentown,One object too far to see size and shape one blinking light  red/green/white.  Stayed in oproximately same spot for about 30 minutes,us,07/03/2018 00:00,1800,40.6083333,-75.4905556,295-allentown-light,light,Closed
interstate 10,slow moving craft with 6 small green lights one side facing us.Moving slowly almost touching tops of trees.Making no sound and with no,us,07/03/2018 00:00,180,30.530779,-84.551303,292-interstate 10-triangle,triangle,Pending
tucson,120-140 ft X 35-40 ft X 30 ft triangler craft metalic colored 4 lights directly down the center with 2 strobes and 3 very large li,us,07/03/2018 00:00,600,32.2216667,-110.9258333,293-tucson-triangle,triangle,Active
wagoner,My friend and I who were both 16 at the time were driving to her house on state highway 51 westbound. We were going to be late for curf,us,07/03/2018 00:00,120,35.9594444,-95.3691667,291-wagoner-light,light,Pending
jamestown,I was 13-15.  I was in my parent house on Moon Rd. Woke up in the middle of the night.  Looked out the window. saw a SMALL round objec,us,07/03/2018 00:00,120,42.0969444,-79.2355556,290-jamestown-sphere,sphere,Pending
key west,in the very early morning hours of 1962 I dont recall the date or month at the time I was only 10 years of age a very loud whistlei,us,07/03/2018 00:00,300,24.5552778,-81.7827778,289-key west-sphere,sphere,Active
thornton cleveleys lancashire (uk/england),MANY BLACK TRIANGLE SIGHTINGS NOV 1996 AND FLASHES OF BRIGHT WHITE OR BLUE LIGHTS AT SAME TIMELIGHTING UP ROOMS OR THE SKY.CREDIBLE AC,us,07/03/2018 00:00,2,53.873712,-3.021371,288-thornton cleveleys lancashire (uk/england)-triangle,triangle,Active
lima,2 adult women about 1 mile apart saw a brightlight 1/2 moon in diameter hover between and above them for about 10 min. then vanish,us,07/03/2018 00:00,600,40.7425,-84.1052778,287-lima-light,light,Active
hobe sound,Green fireball moving at high rate of speed.,us,07/03/2018 00:00,5,27.0591667,-80.1366667,286-hobe sound-fireball,fireball,Active
rachel,At approximately 8:10 PM MST my girlfriend and I were driving north towards Rachel on Highway 375 in Nevada.  As we descended from Han,us,07/03/2018 00:00,480,37.6447222,-115.7427778,285-rachel-disk,disk,Pending
cape may,What initially appeared to be an aircraft accelerated away from me at a rate of speed too great to be an aircraft.  At a few miles dis,us,07/03/2018 00:00,180,38.935,-74.9063889,284-cape may-light,light,Active
los angeles (just outside),It was a green light that hovered over the horizon being very still.  After a few seconds of looking at it it dropped straight below t,us,07/03/2018 00:00,5,34.0522222,-118.2427778,283-los angeles (just outside)-light,light,Pending
st. cloud,Right when me and my friend left the my housewe saw a bright green glowing object thatlooked like a 4 sided pyrimid then after about2 m,us,07/03/2018 00:00,120,45.5608333,-94.1622222,282-st. cloud-pyramid,pyramid,Pending
lakeport (near),Two brothers hunting 6 miles from the main road. Parked on a pullout near the top of the ridgetop. Saw red-green halo light moving acro,us,07/03/2018 00:00,18000,39.0430556,-122.9147222,281-lakeport (near)-light,light,Active
highway 71 between clearmont missouri and maryville missou,Noticed a semi-circular array of white lights with a pulsing middle light.  Observed object in southern sky.  Actually heard propulsion,us,07/03/2018 00:00,180,0,0,279-highway 71 between clearmont missouri and maryville missou-Sleigh,Sleigh,Pending
lower lake (near),The Dunn sightings  Two hunters parked at the end of a fire trail near the highest point in the area observed a bright white light in,us,07/03/2018 00:00,600,38.9105556,-122.6091667,280-lower lake (near)-disk,disk,Active
mm82/mm83 (between on i-80),Driving west on i-80 Sleigh was hovering about 100 ft off ground less than 50 ft from interstate.It was about 200yds in diameter and the u,us,07/03/2018 00:00,300,41.203322,-77.194525,277-mm82/mm83 (between on i-80)-Sleigh,Sleigh,Pending
bremerton (over),10-year old sites Sleigh above Bremerton.  She explains it as a fire in the sky.  The object moved extremyly slow.,us,07/03/2018 00:00,300,47.5675,-122.6313889,278-bremerton (over)-Sleigh,Sleigh,Closed
richmond,orange triangle metallic looking object sighted from windowI was sitting on couch and saw a plane? coming in the distance. No surpr,us,07/03/2018 00:00,120,40.4333333,-80.7719444,275-richmond-triangle,triangle,Pending
derby,Two large lights were seen high in the sky. The objects swung around changing position with one another then the top object vanished.,us,07/03/2018 00:00,2400,41.3205556,-73.0894444,276-derby-light,light,Pending
sandals royal jamaican resort montego bay (jamaica),honeymooners see huge black object in sky illuminated by moon off the shore of Montego Bay. It glides by quickly and silently then dis,us,07/03/2018 00:00,3,18.466667,-77.916667,273-sandals royal jamaican resort montego bay (jamaica)-rectangle,rectangle,Closed
st. thomas (u. s. virgin islands),Was staring at a very clear night sky over the Caribbean when overhead I saw what appeared to be a satellite (I see them very often).,us,07/03/2018 00:00,8,0,0,274-st. thomas (u. s. virgin islands)-light,light,Closed
atlanta (north of),A  blue grayish kind of light.,us,07/03/2018 00:00,300,33.7488889,-84.3880556,271-atlanta (north of)-light,light,Active
memphis,I was spending the night at a friends house when we went outside to check on his dog and my we saw something in the sky.They were a,us,07/03/2018 00:00,300,35.1494444,-90.0488889,272-memphis-Sleigh,Sleigh,Active
garden grove,A HUGE black retangular object. At least twice as big as a blimp even with it being about twice as high in the air. No lights. Seen jus,us,07/03/2018 00:00,900,33.7738889,-117.9405556,270-garden grove-rectangle,rectangle,Active
reno,At 3:19 am bright light seen outside window and then one small tugboat triangular shaped aircraft seen over the house and then both oc,us,07/03/2018 00:00,2400,39.5297222,-119.8127778,269-reno-triangle,triangle,Active
clovis,I saw a Sleigh on September 27th 1992 I saw it was round with reddish yellow and orange lights I saw a man in black in my bedroom he said,us,02/06/2018 00:00,0,36.8252778,-119.7019444,268-clovis-Sleigh,Sleigh,Active
orland park,When pulling out of my driveway headed north I noticed a stationary bright white light above the west horizon which suddenly sped off t,us,02/06/2018 00:00,240,41.6302778,-87.8538889,267-orland park-rectangle,rectangle,Active
chicago,Large green flash of light (probably 2 miles wide*1 mile high) right after the MIR &amp; the spaceshuttle disconnected.  Lasted about .5 of,us,02/06/2018 00:00,0,41.85,-87.65,266-chicago-light,light,Active
farrell,Low-flying object prior to west to east moving severe storm on PA/OH border.,us,02/06/2018 00:00,300,41.2122222,-80.4969444,265-farrell-disk,disk,Closed
solomans island,Solid object floating about 20 feet above the tree tops,us,02/06/2018 00:00,600,38.318458,-76.454119,264-solomans island-light,light,Pending
la veta,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/06/2018 00:00,6,37.505,-105.0072222,263-la veta-Sleigh,Sleigh,Active
kingsman/hoover dam (between),LOOKED LIKE STARS AT FIRST THEN BEGAN TO MOVE IN ODD MANOR,us,02/06/2018 00:00,900,34.048928,-111.093731,261-kingsman/hoover dam (between)-light,light,Active
salinas,a LIGHT IN THE SKY THAT LOOKED LIKE THE NORTH STAR. THE DIFFERENCE WAS WE COULD SEE THE MOON AND THE NORTH STAR. THE OTHER LIGHT I COUL,us,02/06/2018 00:00,1800,36.6777778,-121.6544444,262-salinas-light,light,Pending
amsterdam,Observed 2 sleigh shaped objects traveling at high speed vertically and horizontally.,us,02/06/2018 00:00,240,42.9386111,-74.1886111,259-amsterdam-Sleigh,Sleigh,Pending
morrow,Metallic grey triangular object hovers just above tree top level behind house as we stood approx. 150  away on a clear summer night.,us,02/06/2018 00:00,300,33.5830556,-84.3394444,260-morrow-triangle,triangle,Closed
detroit,small flash streak of light light stopped then went other way slowly.,us,02/06/2018 00:00,30,44.7341667,-122.1486111,257-detroit-light,light,Closed
christiansburg,Observed light only first slowly moving appeared to be small private plane.Then stationary moved in circle while changing colors ( c,us,02/06/2018 00:00,600,37.1297222,-80.4091667,258-christiansburg-light,light,Active
scottsdale,1 Sleigh 30 degrees off horizon due west of Scottsdale AZ.  Red White Blue Green flickering lights.  Hovered for about 20 minutes.  Mo,us,02/06/2018 00:00,1800,33.5091667,-111.8983333,255-scottsdale-Sleigh,Sleigh,Pending
las cruces,Witness reports an orange ball of light at approx 500 feet from ground was surrounded by helicopters circling it repeatedly. Number,us,02/06/2018 00:00,3600,32.3122222,-106.7777778,256-las cruces-light,light,Pending
hampton (virgina beach amusment park),Bright ball.Moved from N to S. Reported next day up and down the Eastern seaboard.,us,02/06/2018 00:00,5,37.0297222,-76.3455556,253-hampton (virgina beach amusment park)-light,light,Active
trout lake,We have constant sightings up here and have video with sound recorded over the Portland area. It is undeniable for many debunkers pilo,us,02/06/2018 00:00,10,45.9975,-121.5269444,254-trout lake-Sleigh,Sleigh,Active
fontana,A bright light in the shy that seem like choppers light however without any sound or movement.  The light disappeared into the sky aft,us,02/06/2018 00:00,300,34.0922222,-117.4341667,251-fontana-light,light,Active
mulliken,On the night of a meteor shower around 6-8 years ago from this date a friend and I witness what we believe was 4 unidentified spacecra,us,02/06/2018 00:00,1325,42.7622222,-84.8963889,252-mulliken-disk,disk,Active
halandri (near athens) (greece),250 foot silver cylinder,us,02/06/2018 00:00,120,38.021331,23.79863,250-halandri (near athens) (greece)-cylinder,cylinder,Pending
anniston (ft. mcclellan u.s. army base),Approx. six glowing silent objects flying over head at high rate of speed in broad daylight at ft. mcclellan Alabama july 1977,us,02/06/2018 00:00,5,33.6597222,-85.8316667,249-anniston (ft. mcclellan u.s. army base)-disk,disk,Active
ft. belvoir,Saw three lights in a triangular shape flying  from the east to west.  It moved as one unit passing by within moments. A plane was in t,us,02/06/2018 00:00,240,0,0,248-ft. belvoir-sleigh,sleigh,Pending
bristol,My friend and I were riding bicycicels. I looked straight up and obserevd a Sleigh 100ft.above us. It wasabout 30 ft. in dia. It was cover,us,02/06/2018 00:00,10,41.6716667,-72.9497222,247-bristol-Sleigh,Sleigh,Active
spartanburg,Summer of 1966 - bright orange round object first thought to be rising full moon,us,02/06/2018 00:00,900,34.9494444,-81.9322222,246-spartanburg-light,light,Pending
linesville,witnessed flashes of light like explosions along the WestEast and SouthWestern horizons,us,02/06/2018 00:00,3600,41.6561111,-80.4241667,245-linesville-light,light,Active
jacksonville,An very similar sighting to the one reported over Phoenix this year happened over Jacksonville in 1992.,us,02/06/2018 00:00,180,30.3319444,-81.6558333,244-jacksonville-sleigh,sleigh,Closed
christchurch (new zealand),Driving around Witch Hill area of Banks Penninsula passed strange. There were 3 lights not completely certain of their colour They w,us,02/06/2018 00:00,300,-43.532054,172.636225,242-christchurch (new zealand)-sphere,sphere,Closed
st. petersburg,Bluish object hoveringthen gone.,us,02/06/2018 00:00,10,27.7705556,-82.6794444,243-st. petersburg-other,other,Closed
the dalles,Ball of fire moving up the Columbia River. Just made a B line. No sudden movement,us,02/06/2018 00:00,0,45.5947222,-121.1775,240-the dalles-fireball,fireball,Pending
laguna beach (south),USO(s) - Unidentified Submerged Object(s) -- yeh I know guys You probably only care about lights in the sky But hey Im not the only,us,02/06/2018 00:00,120,33.5422222,-117.7822222,238-laguna beach (south)-light,light,Pending
whitestone (queens over),A disk shape object was spotted by my Dad while he was relax ing the back yard. He called to me sveral times .I thought he was pulling,us,02/06/2018 00:00,1200,40.7944444,-73.8188889,241-whitestone (queens over)-disk,disk,Pending
north hollywood,I was four years old. i would visit at my grandmothers house. she lived in north hollywood . i was playing in the front yard when a bal,us,02/06/2018 00:00,604800,34.1722222,-118.3780556,236-north hollywood-sphere,sphere,Active
texas city,My sighting was along time ago and some details are hard to remember.One summer nite i was takeing my sister to pick up some clothes fr,us,02/06/2018 00:00,240,29.3836111,-94.9025,239-texas city-light,light,Closed
albuquerque,I was on my way down from the Sandia Mountain peak ( on a tramway) when I saw a bright orange flash and an ornange ball of light speed,us,02/06/2018 00:00,3,35.0844444,-106.6505556,234-albuquerque-sphere,sphere,Pending
fish canyon,Helix flight pattern at zenith,us,02/06/2018 00:00,60,34.157229,-117.923952,237-fish canyon-light,light,Active
annapolis,I first looked out the window and saw 10 black triangular objects in an eye sleigh. near a radio tower and  I and the other  3 memb,us,02/06/2018 00:00,10,38.9783333,-76.4925,232-annapolis-Sleigh,Sleigh,Pending
brookfield,Large bright object crested over NW horizonmoving very fast my friend and I both sawthe object and another of my friendsreported sig,us,02/06/2018 00:00,30,41.4825,-73.41,235-brookfield-light,light,Active
aswan (egypt),Sky show of approximately 30 Sleighs cavortingfor 1 hour over Nile river at AswanEgypt.,us,02/06/2018 00:00,3600,24.088938,32.899829,233-aswan (egypt)-Sleigh,Sleigh,Pending
paducah,This happened ALONG time ago  but i am JUST now admiting it. It was about 10:00 Pm on Feb 23 1993.Me and a Friend were in his Pool in,us,02/06/2018 00:00,10,37.0833333,-88.6,230-paducah-Sleigh,Sleigh,Closed
sao paulo (brazil),Hovering orange light over the train terminal of the citys subway and in line with the final approach of S.P. international airport. H,us,02/06/2018 00:00,1200,-23.55052,-46.633309,231-sao paulo (brazil)-light,light,Pending
mt. airy (near),We were driving south on Hwy. 52 when we saw 3white lights in a triangular shape ascend from thetrees to the left of the highway and ho,us,02/06/2018 00:00,20,0,0,228-mt. airy (near)-sleigh,sleigh,Active
stony point,appeared over barn with vaacum sound.     about 150 ft. long.  disappeared quietly into space,us,02/06/2018 00:00,180,41.2294444,-73.9875,229-stony point-Sleigh,Sleigh,Pending
sacramento,I think we saw something simular as discribed on the Art Bell Show last night.  A flair would be an accurate discription.  Would have b,us,02/06/2018 00:00,30,38.5816667,-121.4933333,225-sacramento-flare,flare,Active
birch run,Craft was smaller than light aircraft was flying very low and seemed it was decending. It had 5 very bright lights 4 being red on the o,us,02/06/2018 00:00,60,43.2508333,-83.7941667,227-birch run-disk,disk,Active
orcas island,a bright light in the ssw sky slowly moves down slowly in the sky then vanishes  in to the sky.,us,02/06/2018 00:00,3600,48.633082,-122.928982,223-orcas island-light,light,Active
warwick,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/06/2018 00:00,3600,41.7,-71.4166667,226-warwick-Sleigh,Sleigh,Active
st. paul,An orange shooting star in the SSE area of the sky.,us,02/06/2018 00:00,5,44.9444444,-93.0930556,221-st. paul-fireball,fireball,Closed
gorman (60 miles north of los angeles),I was coyote calling on top of a mountain at night and the sky was dark with clouds. A red flickering light came down through the clou,us,02/06/2018 00:00,600,34.7961111,-118.8516667,224-gorman (60 miles north of los angeles)-light,light,Active
fairbanks,Me and one of my friends were coming home from sledding when we saw a mettalic cigar shaped Sleigh hovering in the air emitting a blue b,us,02/06/2018 00:00,180,64.8377778,-147.7163889,219-fairbanks-Sleigh,Sleigh,Pending
lake geneva,Follow-up to article in Chicago Sun Times 12/3/97 re Fireball in Will Co Illinois 12/30.  Saw similar in Lake Geneva WI 11/28/97 ar,us,02/06/2018 00:00,3600,42.5916667,-88.4333333,222-lake geneva-fireball,fireball,Active
conway,At a drive-in during the summer my brother and I saw three lights above and to the right of the screen.  The movie was CAT BALOU. We,us,02/06/2018 00:00,3600,35.0886111,-92.4419444,217-conway-light,light,Pending
right outside the maine state border,Two people driving northbound on Rt. 95 near the New Hampshire/Maine border witness an almost crescent moon-shaped object hovering in,us,02/06/2018 00:00,10,43.193852,-71.572395,220-right outside the maine state border-crescent,crescent,Pending
santa ana,Saw an orange round object in the northern sky under clear conditions. Object was flickering in brightness and was moving very slowly,us,02/06/2018 00:00,120,33.7455556,-117.8669444,215-santa ana-light,light,Active
uss kearsarge (at sea out of japan),The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/06/2018 00:00,300,0,0,218-uss kearsarge (at sea out of japan)-Sleigh,Sleigh,Pending
kenner (34th st.),two disk like objects passed over me and my mother  objevts seemed to be a couple of thousand feet overhead,us,02/06/2018 00:00,1260,29.9938889,-90.2416667,213-kenner (34th st.)-disk,disk,Closed
noblesville,AS WE WERE LINING UP OUR REFLECTOR TELESCOPE WITH POLARIS. SEEN SOMETHING HIT THE ATMOSPHERE STOPPED FOR 2-5 SEC. AND DISAPPER. WITHOU,us,02/06/2018 00:00,20,40.0455556,-86.0086111,216-noblesville-fireball,fireball,Pending
dallas,My friend and I were driving home from a date I opened the sunroof to view the moon lite sky.  As I was starring at the stars  somethi,us,02/06/2018 00:00,300,32.7833333,-96.8,214-dallas-light,light,Closed
medicine bow natl. forest (40 mi. w of laramie),Large Triangular Craft moving North of Laramie WY.  The object which might have been about ten miles away was size of a full moon.,us,01/11/2018 00:00,25,41.499487,-106.299291,211-medicine bow natl. forest (40 mi. w of laramie)-triangle,triangle,Active
desert,While traveling at night we saw what appeared to be a glowing dish in the distance about 600 yards away and 200 ft  high. The car light,us,02/06/2018 00:00,900,0,0,212-desert-disk,disk,Active
wauconda,green fireball falling in NE direction. Smell of ozone shortly after.,us,01/11/2018 00:00,2,48.7258333,-119.0125,208-wauconda-fireball,fireball,Active
wooster,Driving on a back road in rural Wayne county we had been driving along a stretch of woodland when we entered some cleared farmland.  A,us,01/11/2018 00:00,60,40.805,-81.9352778,210-wooster-triangle,triangle,Active
arlington,A series of 10 lights moving across the sky in a straight line,us,01/11/2018 00:00,5,32.7355556,-97.1077778,206-arlington-sleigh,sleigh,Pending
rochester,Walking dog looked up saw large orange fireball with a long orange tail streak across sky directly above.,us,01/11/2018 00:00,4,43.1547222,-77.6158333,209-rochester-fireball,fireball,Active
fair lawn,1 large triangular Craft flew through the sky followed by A small light sphere.,us,01/11/2018 00:00,2,40.9402778,-74.1322222,204-fair lawn-triangle,triangle,Pending
yuma,Light green ball the size of one quarter the moon when the autumn moon is at twelve oclock traveling in a due north tragectory. [Ob,us,01/11/2018 00:00,1.5,32.7252778,-114.6236111,207-yuma-fireball,fireball,Pending
redmond,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,01/11/2018 00:00,7,47.6741667,-122.1202778,202-redmond-Sleigh,Sleigh,Pending
mesa,bright white triangle when viewed with telescope.  also bright red light flashing.  object has not moved for over an hour.  call to she,us,01/11/2018 00:00,0,33.4222222,-111.8219444,205-mesa-triangle,triangle,Active
san jose,2 sets of 5 objects moving in parallel sleigh,us,01/11/2018 00:00,300,37.3394444,-121.8938889,200-san jose-Sleigh,Sleigh,Active
austin,shape resembled a  b2 bomber gray/brown bttm apprx 1000 feet high traveling slowly and completely silent along the I35 corridor. Disa,us,01/11/2018 00:00,10,30.2669444,-97.7427778,203-austin-triangle,triangle,Active
lochbuie/brighton,Observed two bright objects at sunset over mountains west of Brighton Co.  Objects remainded constant in brightness and intensity for,us,01/11/2018 00:00,600,40.011016,-104.717079,198-lochbuie/brighton-other,other,Closed
johnson creek (near; on i-94 east heading toward milwaukee),Saw a bright white spherical object at cloud level.  It moved from north to south at a rapid pace then disappeared.,us,01/11/2018 00:00,60,43.0761111,-88.7741667,201-johnson creek (near; on i-94 east heading toward milwaukee)-sphere,sphere,Active
fort lewis,Green fireball seen north of my location.  Looking through a gap between trees we saw a fireball slowly move to the ground (roughly 1,us,01/11/2018 00:00,5,0,0,196-fort lewis-fireball,fireball,Pending
littleton,I saw a bright green shooting star but it was much brighter and larger than a normal SS which Ive seen dozens of. It appeared in t,us,01/11/2018 00:00,2,39.6133333,-105.0161111,199-littleton-other,other,Pending
warwick,Heard on AM 630 WPRO art bellSleighs were spotted.Went out w/ portable radio saw a big bright light an what appeared to be a comet.,us,01/11/2018 00:00,10800,41.7,-71.4166667,197-warwick-Sleigh,Sleigh,Active
fire island pines (off great south bay),While Kayaking in the Bay I noticed a large black Cylinder rolling/floating in the sky I pointed it out to a man on shore and a passi,us,01/11/2018 00:00,600,40.6652778,-73.0686111,194-fire island pines (off great south bay)-cylinder,cylinder,Pending
monroe,Bright green ball of light about size of moon apeared at 60 degrees ended at 20 degrees,us,01/11/2018 00:00,3,47.8555556,-121.9697222,195-monroe-fireball,fireball,Active
huntington beach,saw a larger brighter greener rounder and slower than normal falling star toward the SW while driving to my girlfriends house.,us,01/11/2018 00:00,2,33.6602778,-117.9983333,192-huntington beach-fireball,fireball,Closed
wyola,I looked forward and noticed in the upper right hand corner of the wind shield a dark well defined disk shaped object.,us,01/11/2018 00:00,600,45.1294444,-107.3925,193-wyola-disk,disk,Pending
everett,Bright Green blazing ball passing from Northeast to Southwest burning out before the horizon.,us,01/11/2018 00:00,2,47.9791667,-122.2008333,189-everett-fireball,fireball,Active
harrisburg (south of on i-83 between exits 11 &amp; 10),In the western sky a fireball the size of a baseball fell. First it was white then red and then green,us,01/11/2018 00:00,6,40.2736111,-76.8847222,191-harrisburg (south of on i-83 between exits 11 &amp; 10)-fireball,fireball,Pending
ladson,At approx. 23:55 EST 09/22/98 what is best described as a small orb or disc passed at high rate of speed directly above witness and was,us,01/11/2018 00:00,0.5,32.9855556,-80.11,187-ladson-sphere,sphere,Closed
bellevue,White/green fireball falling slowly in vicinity of 405/520 interchange.,us,01/11/2018 00:00,3,47.6105556,-122.1994444,190-bellevue-fireball,fireball,Active
sedona  ( village of oak creek),craft accompanied by two silent aircraft and followed by one loud aircraft,us,01/11/2018 00:00,20,34.8697222,-111.7602778,185-sedona  ( village of oak creek)-oval,oval,Active
los angeles,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,01/11/2018 00:00,45,34.0522222,-118.2427778,188-los angeles-Sleigh,Sleigh,Active
las vegas,Driving to work. Green Bright light caught my eye going from northwest to south east. My daughter spotted it at the same time. It was b,us,01/11/2018 00:00,10,36.175,-115.1363889,182-las vegas-other,other,Active
cedar crest,Walking our dogs at 10:00 pm 9-22-98 looking south a large ball of light with a tail 3 times larger than the ball that sparked and flic,us,01/11/2018 00:00,4,35.1075,-106.3722222,186-cedar crest-fireball,fireball,Pending
seattle,Disk hovered over highway,us,01/11/2018 00:00,900,47.6063889,-122.3308333,180-seattle-disk,disk,Active
redding,Witnessing bright lights mostly white with green and red in the sky at every point on the compass starting at 7:00PM and lasting unt,us,01/11/2018 00:00,0,40.5866667,-122.3905556,184-redding-light,light,Pending
castaic,Traveling north on I-5 in Castaic seen a greenish-white brilliantly lit fireball. Perfectly round in size come out of the sky at a do,us,01/11/2018 00:00,2,34.4888889,-118.6219444,178-castaic-fireball,fireball,Active
bodie (state historic park),I saw a spherical object traveling east to west at 3PM. It appeared to change from white to black to silver and flew below the clouds.;,us,01/11/2018 00:00,120,38.2122222,-119.0111111,183-bodie (state historic park)-sphere,sphere,Pending
seattle,The craft had about 6 white lights around its perimeter and a redish one in the middle. The thing was moving slowly towards the west,us,01/11/2018 00:00,180,47.6063889,-122.3308333,181-seattle-egg,egg,Pending
puyallup,A bluish/gree fireball (size of a large grape - with arm extended) and a long white tail trailing behind as it arched over the Puyallup,us,01/11/2018 00:00,5,47.1855556,-122.2916667,176-puyallup-fireball,fireball,Pending
scottsdale,iT looked like a big star twinkling.Thru binaculars it had red green and white lites blinking like a disco lite.  In the distance wher,us,01/11/2018 00:00,0,33.5091667,-111.8983333,179-scottsdale-disk,disk,Active
battle mountain,Full moon or just after (that time) 8 to 8-30 pm. Two seperate occasions the first a month earlier. Disc shaped no lights featureles,us,01/11/2018 00:00,300,40.6422222,-116.9333333,174-battle mountain-disk,disk,Pending
del mar,This was like a green colored light like a star.  It was lower than any other aircraft would be.  It was decending in an easterly dir,us,01/11/2018 00:00,60,32.9594444,-117.2644444,177-del mar-fireball,fireball,Closed
