Name,City,Comments,Country,Date Posted,Duration,Lat,Long,Shape,SS Status,Unique ID
3620-ca-Sleigh,sarnia (canada),On this particular night my sister and I went out to our side porch to have a cigarette when she noticed something suddenly appear to t,ca,12/02/2019,30,42.96667,-82.40000,Sleigh,Active,SS-8885
3621-ca-oval,london (canada),it was late and i saw these things in the sky about 300ft over my head and there was no noise at all and no other cars or plains aroun,ca,12/02/2019,0,42.98333,-81.25000,oval,Closed,SS-8887
3622-ca-circle,ottawa (canada),Got up to go to washroom at 4:27am looked out my window and saw a shining objet hovering outside for about 2 minutes then speed off.,ca,12/02/2019,300,45.41667,-75.70000,circle,Pending,SS-8883
3624-ca-diamond,strathroy (east of) (canada),We were driving along the highway and we saw a large bright diamond shape object in the sky. The object was falling rapidly on an ang,ca,12/02/2019,5,42.95000,-81.61667,diamond,Pending,SS-8886
3627-ca-Sleigh,regina (canada),it was a light moving south east then it was like a camera flash and it was gone the for one sec it was there and streaked norht and wa,ca,12/02/2019,4,50.45000,-104.61667,Sleigh,Pending,SS-8881
3628-ca-circle,essex (canada),RASC Observing session. Object 5deg. s polaris eastward 30 deg.magnitude -2watched with 8 ref 6 ref.. object had long arm that rota,ca,12/02/2019,900,42.16667,-82.81667,circle,Closed,SS-8884
362-miami-light,miami,As I walked into the backyard of my house in Miami I noticed a sort of amber /white light moving in the sky.,us,03/07/2018,20,25.77389,-80.19389,light,Active,SS-7977
3630-ca-chevron,vancouver (canada),Clear and close  look at unknown flying craft,ca,12/02/2019,90,49.25000,-123.13333,chevron,Active,SS-8879
3632-ca-sphere,princeton (shea lake) (canada),We were camping Victoria Day long weekend. Twinkling redblue &amp; white lights on the 3rd up left  side of the Orion Belt(?) Seemed to,ca,12/02/2019,0,43.19000,-80.52000,sphere,Pending,SS-8882
3634-ca-flash,penticton (canada),saw 3 lights blink on in sky. Two shot away and dimmed out third shot across horison.,ca,12/02/2019,30,49.50000,-119.58333,flash,Pending,SS-8877
3636-ca-Sleigh,sherbrooke (canada),I think I saw a Sleigh on May 22th 21h30..,ca,12/02/2019,30,45.40000,-71.90000,Sleigh,Active,SS-8880
3639-ca-oval,saskatoon (approx 10 minutes west of) (canada),Silvery white oval object over the clouds.,ca,12/02/2019,120,52.13333,-106.66667,oval,Active,SS-8875
363-anaheim hills-light,anaheim hills,Bright bluegreen light streaking across sky from South to North.,us,03/07/2018,3,33.84444,-117.77639,light,Pending,SS-7976
3640-ca-diamond,welland (canada),I have had an interest in the skies since childhood.  Over the years I have observed northern lights meteors satellites and all kinds,ca,12/02/2019,15,42.98333,-79.25000,diamond,Closed,SS-8878
3641-ca-Sleigh,montreal (canada),I was in my bed smoking a cigarette and just when I finished itI close my light.15 second after I hurd a voice saing  come with me,ca,12/02/2019,900,45.50000,-73.58333,Sleigh,Pending,SS-8873
3642-ca-fireball,windsor (canada),The 2 crafts circledcrossed each other then dissapered,ca,12/02/2019,15,45.58333,-72.00000,fireball,Active,SS-8876
3643-ca-Sleigh,kamloops (canada),from my porch I saw a triangular sleigh of 4 lights 3 on the corners of the triangle and 1 large light in the middle.it hovered aro,ca,12/02/2019,300,50.66667,-120.33333,Sleigh,Active,SS-8871
3644-ca-Sleigh,kamloops (canada),a triangular shaped Sleigh with lights on each sideand a giant white light in the middle,ca,12/02/2019,1800,50.66667,-120.33333,Sleigh,Pending,SS-8874
3645-ca-other,surrey (canada),I was looking at the clouds and just over these distant mountains I saw a sliver colored craft. It looked like a hazey straight line,ca,12/02/2019,3,49.13635,-122.82134,other,Active,SS-8872
3646-ca-triangle,kamloops (canada),these crafts had a light on each side and a big one in the middle. they came out of a larger triangle then spread out and hovered more,ca,12/02/2019,600,50.66667,-120.33333,triangle,Active,SS-8869
3649-ca-disk,vancouver (canada),Six year old witness was sitting on front lawn enjoying sun. Opened eyes and turned head to see med grey disklike object hovering over,ca,12/02/2019,30,49.25000,-123.13333,disk,Pending,SS-8870
364-jonesburg-light,jonesburg,My wife and I were driving up Hwy. I-70 on our way back from St.Louis. Half way home (around Warrenton) we spotted a strange white lig,us,03/07/2018,600,38.85333,-91.30583,light,Closed,SS-7975
3650-ca-sphere,port hope (canada),After seeing bright globe over uranium re finery float slowly over Lake Ontario the object suddenly accerated extremely fast diminishi,ca,12/02/2019,300,43.95000,-78.30000,sphere,Active,SS-8867
3656-gb-circle,linlithgow (west  lothian) (uk/scotland),It was about my lunch time i looked up to see the town clock as i passed almost dircetly overhead i observed a flying disk circular s,gb,12/02/2019,120,55.88908,-3.56942,circle,Active,SS-8770
365-hastings-triangle,hastings,On the night of December 8th 1996 at 11.15 pm (central) a triangular shaped object appeared in the sky and hovered in the air for a du,us,03/07/2018,0,44.74333,-92.85222,triangle,Active,SS-7974
3662-ca-other,surrey (canada),4 lites very far apart went from one part of the sky to the other fast,ca,12/02/2019,2100,49.13635,-122.82134,other,Pending,SS-8868
3663-gb-Sleigh,bath (uk/england),No fading of lights just disappeared at the same place without slowing down or making a sound...for 3 nights running.,gb,12/02/2019,259200,51.37944,-2.36556,Sleigh,Active,SS-8765
3664-ca-circle,langbank (canada),When I lived in Whitewood Saskatchewan in the early 1970s everyone in our remote rural area heard about and saw photos of crop circles,ca,12/02/2019,0,50.05000,-102.28333,circle,Active,SS-8864
3666-ca-light,nanaimo (canada),looked out of a window and saw 5 flashing lights in a straght line steam was coming straght up from them then a while later they disape,ca,12/02/2019,900,49.15000,-123.91667,light,Active,SS-8866
366-reno-light,reno,Bright red light over Reno NV,us,03/07/2018,300,39.52972,-119.81278,light,Active,SS-7972
3670-ca-disk,mississauga (canada),Incredibly close sighting in broad daylight.,ca,12/02/2019,60,43.15000,-79.50000,disk,Active,SS-8862
3678-ca-sphere,calgary (canada),hovered and had amazing speed,ca,12/02/2019,0,51.08333,-114.08333,sphere,Pending,SS-8865
367-reno-light,reno,Stationary bright red light simular to jupiter in brightness but red eventuily moved to the south of reno and dimed.and Flashed Three,us,03/07/2018,1090,39.52972,-119.81278,light,Pending,SS-7973
3680-ca-Sleigh,port colborne (canada),we were looking at star sleighs planes satelites we lived in the county by lake ont it was a clear night a light came toward us we t,ca,12/02/2019,60,42.88333,-79.23333,Sleigh,Active,SS-8860
3681-ca-oval,nanaimo (canada),above new castle island in nanimo b. c I turend around to tell my brother I turned back around it was gone. what i made him believe is,ca,12/02/2019,0,49.15000,-123.91667,oval,Pending,SS-8863
3682-gb-sphere,hemel hempstead (uk/england),I was out in my garden looking to see if I could see the comet Hail Bopit was nice and arkI could see aircraft heading in and out o,gb,12/02/2019,120,51.75000,-0.46667,sphere,Active,SS-8768
3686-ca-other,calgary (canada),A sighting of 2 types of craft over a two week period.,ca,12/02/2019,0,51.08333,-114.08333,other,Closed,SS-8858
368-east greenwich-Sleigh,east greenwich,I witnessed a Sleigh which may be of the LazarSport Model variety when I was leaving work to drive home.The Sleigh was circular in shap,us,03/07/2018,300,41.66028,-71.45639,Sleigh,Pending,SS-7970
3697-ca-triangle,oshawa (canada),Three white lights no sound not moving above tree line then vanishes with no trace soundor light,ca,12/02/2019,180,43.90000,-78.86667,triangle,Active,SS-8861
3699-ca-light,port perry (canada),MANY LIGHTS,ca,12/02/2019,7200,44.10000,-78.93333,light,Pending,SS-8856
369-swadlincote nr burton upon trent (uk/england)-triangle,swadlincote nr burton upon trent (uk/england),A Triangular object with lights in each corner and a central light was seen. It circled slowly at low altitude (500 ft) below cloud cov,us,03/07/2018,600,52.79451,-1.62316,triangle,Active,SS-7971
36-portland-fireball,portland,I was driving over the burnside bridge into downtown Portland A metallic green fireball very slow in nature. slower than the dozens of,us,11/01/2018,7,45.52361,-122.67500,fireball,Closed,SS-8299
3700-ca-light,courtenay (canada),Object first thought to be a satellite stopped its forward motion turned some circles possibly had an engagement with another craft,ca,12/02/2019,1800,49.68333,-125.00000,light,Active,SS-8859
3701-ca-light,vancouver (canada),Bright light hovering low between Vancouver BC and US Border,ca,12/02/2019,600,49.25000,-123.13333,light,Active,SS-8857
3703-ca-light,victoria (canada),from west to east  high in sky20% less bright than venus25 sec to traverse one third of skyno change of directionno sound,ca,12/02/2019,25,46.21667,-63.48333,light,Pending,SS-8854
3704-ca-cigar,london (canada),Cigarette Break outside at 1:13 in the morning I saw a bright light coming towards me though it was a plane ....no coloured lights an,ca,12/02/2019,12,42.98333,-81.25000,cigar,Pending,SS-8855
3706-ca-triangle,hamilton (canada),Triangular shaped object hovering above train tracks in Ontario,ca,12/02/2019,1200,43.25000,-79.83333,triangle,Pending,SS-8852
3707-ca-fireball,algonquin park (canada),2 Bright Lights hovering in the horizon and then jerk to the right.,ca,12/02/2019,360,45.55000,-78.60000,fireball,Active,SS-8853
3708-gb-Sleigh,london (uk/england),SleighS IN ENFIELDMIDDLESEX,gb,12/02/2019,900,51.51412,-0.09369,Sleigh,Pending,SS-8763
3709-ca-Sleigh,prince rupert (canada),Man takes 4 photos and video of parachute shaped object receding slowly to NW.,ca,12/02/2019,300,54.31667,-130.33333,Sleigh,Closed,SS-8850
370-scranton-fireball,scranton,My son and I saw a something slowly falling out of the sky.  It looked like a VW on fire very bright and moving very slowly downward.,us,03/07/2018,45,38.78167,-95.73833,fireball,Closed,SS-7969
3712-ca-other,saskatoon (canada),Wing-shaped or boomerang-shaped craft at high altitude directly overhead.,ca,12/02/2019,2,52.13333,-106.66667,other,Active,SS-8851
3713-ca-circle,toronto (canada),fast moving lights,ca,12/02/2019,15,43.66667,-79.41667,circle,Pending,SS-8848
3714-ca-circle,toronto (canada),two fast moving objects one shoot out of the atmosphere,ca,12/02/2019,60,43.66667,-79.41667,circle,Active,SS-8849
3716-ca-Sleigh,victoria (canada),Burning Sleigh,ca,12/02/2019,10,46.21667,-63.48333,Sleigh,Active,SS-8846
3717-ca-Sleigh,toronto (canada),i saw 1 Sleigh going slowly arcoss the sky at night time.,ca,12/02/2019,0,43.66667,-79.41667,Sleigh,Active,SS-8847
371-dallas-light,dallas,Time: 1850 CST; location: 40nm SSW Dallas; altitude: 6000feet I am a pilot. I was flying into the DFW metroplex on the evening of Janua,us,03/07/2018,210,32.78333,-96.80000,light,Active,SS-7968
3720-ca-Sleigh,kenora (sw of 16 mi. on lake of the woods) (canada),About 9:15pm on June 25 1999 I saw bright green balls coming from the island across from us.  I told my father and he saw thm too.  Th,ca,12/02/2019,1800,49.76667,-94.46667,Sleigh,Active,SS-8843
3721-ca-Sleigh,kenora (sw of 16 mi. on lake of the woods) (canada),At 9:15 My son saw some bright green balls coming from the ground up.  I then also saw them.  At first they came up individually and t,ca,12/02/2019,1800,49.76667,-94.46667,Sleigh,Pending,SS-8845
3722-ca-sphere,ottawa (canada),Seen by my brother first. He called me outside to the back yard then I saw it; a bright light spherical in shape. I saw it move up (i,ca,12/02/2019,120,45.41667,-75.70000,sphere,Closed,SS-8841
3723-ca-other,trochu (near) (canada),Not an fixed or rotary wing aircraft carrying out authorized flight.,ca,12/02/2019,90,51.83333,-113.23333,other,Pending,SS-8844
3727-ca-oval,lethbridge (northwest of about 12 miles) (canada),While driving home from work I saw what I first thought was a blue pulsing police roof light; on second look I realized it was much too,ca,12/02/2019,300,48.36667,-53.86667,oval,Active,SS-8838
372-buckhead ridge-light,buckhead ridge,I observed an object apparently making a controlled reentry or entry into the atmosphere.  It was the size of a medium sized star and,us,03/07/2018,330,27.13000,-80.89389,light,Active,SS-7966
3731-ca-other,trail (canada),Passed overhead from approx. NE to SW. Seemed about mountain height. Observed for about 1 minute,ca,12/02/2019,60,49.10000,-117.71667,other,Active,SS-8842
3734-ca-light,kelowna (canada),Object leaving earth orbit??,ca,12/02/2019,15,49.90000,-119.48333,light,Closed,SS-8836
3737-ca-diamond,revelstoke (canada),Watching Meteor Shower a large sliver/white dimond was in the NW position watched for about 7-10 min and then gone.Venus does not do,ca,12/02/2019,0,51.00000,-118.18333,diamond,Active,SS-8840
3738-au-cross,lithgow (nsw australia),My familyfriends and I were camping at Newnes a camp site near Lithgow inside a National Park. We had done a Canyon that day and every,au,12/02/2019,60,-33.48247,150.13631,cross,Active,SS-9002
373-hayward (next to hawyard airport in; i was in airport)-Sleigh,hayward (next to hawyard airport in; i was in airport),I was with my brother at the airport fuleing up a plane. After that we drove the turkback to the fule center. I was looking toward the,us,03/07/2018,6,37.66889,-122.07972,Sleigh,Pending,SS-7967
3745-ca-circle,parry sound (north of) (canada),I saw 2 object the exact same appearance/size as a star circle each other.,ca,12/02/2019,5,45.33333,-80.03333,circle,Active,SS-8834
3746-ca-fireball,langley (canada),The object appeared to be a extemly radiant sphere yellow in color.  It hovered then dissapeared suddenly.,ca,12/02/2019,900,49.10000,-122.65000,fireball,Pending,SS-8839
3747-ca-Sleigh,st. catharines (canada),Four round lights traveling in a diamond sleigh traveling at a very high rate of speed. All four lights appeared attached to a small,ca,12/02/2019,17,43.16667,-79.23333,Sleigh,Closed,SS-8837
3748-ca-sphere,burnaby (canada),I WENT OUT ON MY SUPPER BREAK TO RELAX BY THE RIVER ACROSS THE STREET FROM MY OFFICE BUILDING WITH BINOCULARS IN HAND TO DO SOME BIRD W,ca,12/02/2019,60,49.25000,-122.95000,sphere,Active,SS-8832
374-au-light,keysborough (vic australia),red lights bigger than a plane irregular flight patterns travelling sw to ne flying low but not lower enough to get a good description,au,03/07/2018,60,-38.01667,145.16667,light,Pending,SS-9020
3754-ca-Sleigh,ottawa (canada),Case.Visit. We live in a highrise in Ottawa.28 of june walking outside approximately 11 clock pm we saw a large light in the sky roughl,ca,12/02/2019,300,45.41667,-75.70000,Sleigh,Active,SS-8835
3759-ca-circle,ottawa (canada),Returng home about midnight I encountered a meter diameter sphere hovering about 10 ft over the road.,ca,12/02/2019,300,45.41667,-75.70000,circle,Pending,SS-8830
375-santa rosa-disk,santa rosa,A brief encounter with a circular looking object that appeared to be on fire...A neighbors house down the street a circular looking,us,03/07/2018,900,38.44056,-122.71333,disk,Closed,SS-7964
3762-ca-sphere,auteuil (canada),saw a sphere the size of a disco ball near the power lines.Was turning on itselfloss track of it after went pass a tree.,ca,12/02/2019,120,45.61667,-73.75000,sphere,Pending,SS-8833
3764-ca-chevron,scarborough (canada),Black extremely high stationary for duration seen clear day no visible lights or flashes similar in shape to stealth aircraft no,ca,12/02/2019,900,43.75000,-79.20000,chevron,Pending,SS-8828
376-nashville-Sleigh,nashville,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,03/07/2018,300,36.16583,-86.78444,Sleigh,Active,SS-7965
3770-gb-Sleigh,scunthorpe (uk/england),Lights shining on the floor next to me.,gb,12/02/2019,10,53.58333,-0.65000,Sleigh,Pending,SS-8766
377-hudson-triangle,hudson,One night going to a friends houseI was walking. Then I seen something very brighti could not reconize it.,us,03/07/2018,300,42.25278,-73.79139,triangle,Pending,SS-7962
378-amelia-light,amelia,We saw a large spotlight at about 100-150 ft directly above us. It had one flashing red light above the spotlight and two white light,us,03/07/2018,300,39.02833,-84.21778,light,Pending,SS-7963
3792-au-light,geraldton (australia),flashing lightsno noisemoved like a bee flew slowlyalso very quickly,au,12/02/2019,60,-28.77897,114.61459,light,Active,SS-9001
379-renton-sphere,renton,I was watching TV in my brothers room when something in his window caught my eye.  At first it looked like a balloon in the far off dis,us,03/07/2018,300,47.48306,-122.21583,sphere,Closed,SS-7960
37-las vegas-sphere,las vegas,Bright green comet streak.,us,11/01/2018,2,36.17500,-115.13639,sphere,Active,SS-8300
380-worsley manchester (uk/england)-teardrop,worsley manchester (uk/england),Tear drop shape emitting dull gold glow at around 7000 feet. Moving at same speed as airliners in landing pattern in same vicinity.,us,03/07/2018,120,53.50754,-2.39120,teardrop,Active,SS-7961
381-brooklyn-disk,brooklyn,Flat round object heading rapidly SE horizontally.I was on my way home from work on roads Ive travelled at this time of day for t,us,03/07/2018,2,41.78806,-71.95028,disk,Active,SS-7958
3829-au-other,central coast (nsw australia),Spooky stuff the truth is no longer out there in my opinion,au,12/02/2019,1800,-33.42979,151.37144,other,Active,SS-9000
382-south attleboro-disk,south attleboro,At dusk on perfectly clear night saw large blue bright disk fly vertically down and skim out over the earth. As it pulled out of its d,us,03/07/2018,7,41.90833,-71.36250,disk,Pending,SS-7959
383-eden-light,eden,Circular light image moving in an arc downward.  Brightly lit white-yellow with warmer tones flaring out on the bottom.  Its size was,us,03/07/2018,60,42.65222,-78.89722,light,Closed,SS-7956
384-pottstown-triangle,pottstown,multiple craft of various shapes. All with red &amp; white lights some pulsing some strobe. Silent. Eventually chased off by jets. Moveme,us,03/07/2018,5400,40.24528,-75.65000,triangle,Active,SS-7957
385-cape coral-light,cape coral,a white object was traveling in the eastern sky when we saw a huge blue and red burst of flame speed up the object and travel very fast,us,03/07/2018,120,26.56250,-81.94972,light,Active,SS-7954
3865-gb-triangle,london (sw8.4jq) (uk/england),IT WAS WEDGE SHAPED SILVER AND SHINING AND SILENT.,gb,12/02/2019,900,51.51412,-0.09369,triangle,Closed,SS-8761
386-winter springs-Sleigh,winter springs,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,03/07/2018,300,28.69861,-81.30833,Sleigh,Active,SS-7955
3876-gb-Sleigh,tadley (uk/england),cluster of Sleighs over Hampshire England,gb,12/02/2019,2400,51.33333,-1.11667,Sleigh,Active,SS-8764
387-blairsville-light,blairsville,Low flying aircraft hovering above elementary schoolIt was 11:35 pm and I was driving west from Bolivar Pa to blairsville on route,us,03/07/2018,300,40.43111,-79.26111,light,Pending,SS-7952
388-pittsburgh-other,pittsburgh,A LARGE CRAFT WITH FIVE SMALL FLOATING LIGHTS SURROUNDING IT HOVERED OVER EDGEWOOD FOR A SHORT AMOUNT OF TIME THEN SEEMED TO VANISH.,us,03/07/2018,1200,40.44056,-79.99611,other,Active,SS-7953
38-vancouver-light,vancouver,I saw a green phosphorous light in the sky west from Vancouver Washington and a bit to the south appearing to drop with a very slight,us,11/01/2018,5,45.63889,-122.66028,light,Active,SS-8297
3900-gb-other,todmorden (uk/england),1 craft was seen at close range no more than 30 feet away looked like a hovercraft with a bank of dark black windows dull silver in col,gb,12/02/2019,36,53.71667,-2.08333,other,Closed,SS-8762
390-thackery-Sleigh,thackery,Objects that move much more quickly than airplanes.  They moved strait up and down even below tree tops.  They would stay still for man,us,03/07/2018,5,40.05556,-83.91889,Sleigh,Active,SS-7950
391-los angeles-triangle,los angeles,At 20:15 Pacific time on 2/23/96 while out on balconywith telescope looked west south westand saw 3 triangularshaped objects with a,us,03/07/2018,120,34.05222,-118.24278,triangle,Active,SS-7951
392-ironwood-Sleigh,ironwood,A small Sleigh we chased in a Piper Cherokee plane.  Object led us in a circle then passed below us.,us,03/07/2018,1200,46.45472,-90.17083,Sleigh,Active,SS-7949
3932-gb-Sleigh,bridgnorth (uk/england),Very fast - in sleigh flying lights with NO sound and vanishing,gb,12/02/2019,2,52.53333,-2.41667,Sleigh,Active,SS-8760
393-crystal lake-sphere,crystal lake,I was laying on the sofa looking out the window at 2:00am with the Moon and Mars in the sky and all of the sudden I saw an orange-red b,us,03/07/2018,4,42.24111,-88.31611,sphere,Pending,SS-7948
394-boiling springs (outside of traveling on highway)-Sleigh,boiling springs (outside of traveling on highway),Observed unidentified object apparently following AirlinerMy four year old son and I were returning from shopping at approximately,us,03/07/2018,15,40.14972,-77.12861,Sleigh,Active,SS-7947
3951-gb-Sleigh,penrith (uk/england),Lights in the sky moving in sleigh at great speeds.,gb,12/02/2019,3600,54.65000,-2.73333,Sleigh,Active,SS-8759
395-new florence-light,new florence,Bright Light in the East Hovering,us,03/07/2018,1800,40.38028,-79.07556,light,Active,SS-7946
396-gb-light,london (uk/england),A LIGHT FOLLOWED AN AEROPLANE AND THEN THEY BOTH VANISHED.I WAS GOING DOWN THE M25.(A MOTORWAY GOING AROUND LONDON) WITH MY DAD.  I,gb,03/07/2018,180,51.51412,-0.09369,light,Closed,SS-8789
397-st. david-Sleigh,st. david,Sighted grey metallic sleigh with no lights   hovering over the Whetstone Mts.  Watched it for about an hour.,us,03/07/2018,3600,31.90417,-110.21361,Sleigh,Active,SS-7945
398-grove city-Sleigh,grove city,Had a alien possible abduction very hard to talk about it. Remember hearing  buzzing sound and 6 small grey figures that  passed out.,us,03/07/2018,10800,41.15778,-80.08889,Sleigh,Pending,SS-7944
399-lufkin-delta,lufkin,Family traveling home along a rural farm road spotted unusual lights/object in the sky moving slowly from east to west and pulled over,us,03/07/2018,420,31.33806,-94.72889,delta,Active,SS-7943
39-big arm-disk,big arm,Facing East clear sky characterized by bright light blinking at very cadence from one to five.  Movement pattern was up down then t,us,11/01/2018,600,47.79806,-114.29389,disk,Active,SS-8298
3-las vegas-Sleigh,las vegas,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,11/01/2018,600,36.17500,-115.13639,Sleigh,Active,SS-8335
4001-gb-Sleigh,newcastle (uk/england),followed by a Sleigh,gb,12/02/2019,180,54.20000,-5.88333,Sleigh,Active,SS-8758
400-coconino natl forest north of wupatki nm az-sleigh,coconino natl forest north of wupatki nm az,Man and woman observe cluster of about 8 motionless blinking blue lights (not in sync) lazer-like pulses of light between them and g,us,03/07/2018,900,34.04893,-111.09373,sleigh,Pending,SS-7942
401-charleston-sphere,charleston,3 brightorange objects with comet-like tails movingtoward earth then toward each other thenhorizontally east to s.west,us,03/07/2018,900,38.34972,-81.63278,sphere,Active,SS-7941
4028-gb-sphere,ipswich (uk/england),3 glowing spheres bobbing east to northwest over ipswich UK at 10pm on 30/8/00,gb,12/02/2019,8,52.08333,1.16667,sphere,Pending,SS-8756
402-new orleans-other,new orleans,Are you interested in unexplained noises?,us,03/07/2018,10,29.95444,-90.07500,other,Pending,SS-7940
403-glendale (ssw of)-light,glendale (ssw of),Stationary object SW of the Phoenix AZ area seen over several nights. Quit appearing after the Mar 13 incident in Phoenix.,us,03/07/2018,1814400,33.53861,-112.18528,light,Active,SS-7939
404-newfoundland-oval,newfoundland,Driving N/W on Rt. 23 on the way home from 3rd shift. After passing thru a trarric lite i noticed a glimmer off to the left hand side.,us,03/07/2018,300,41.04639,-74.43556,oval,Active,SS-7938
405-east mesa /apache junction.-light,east mesa /apache junction.,I came home after work at about 9pm 3/13/997.  My children ages 78&amp; 11 had been in the backyard all evening. When I arrived they,us,03/07/2018,120,33.49421,-111.64125,light,Active,SS-7936
406-kingman-Sleigh,kingman,5 BRIGHT orange lights flying in a V sleigh,us,03/07/2018,360,35.18944,-114.05222,Sleigh,Active,SS-7937
407-phoenix-Sleigh,phoenix,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,03/07/2018,600,33.44833,-112.07333,Sleigh,Pending,SS-7935
4086-gb-triangle,southampton (uk/england),large near black object triangle in shape,gb,05/03/2019,15,50.90000,-1.40000,triangle,Pending,SS-8757
408-prescott-Sleigh,prescott,v sleigh white lights to start with at long range as it got closer looking through binoculars each light was actually 2 one red one,us,03/07/2018,300,34.54000,-112.46778,Sleigh,Active,SS-7934
409-phoenix (ahwatukee)-triangle,phoenix (ahwatukee),Sighted red to white horizontal line on the north west horizon. As the object got closer it looked like a 5 light triangle. It passed o,us,03/07/2018,600,33.44833,-112.07333,triangle,Pending,SS-7933
40-defiance-triangle,defiance,I was pulling out of a drive when I noticed a triangular craft with a light at each corner two white one blue I pulled over to get a be,us,11/01/2018,60,41.28444,-84.35583,triangle,Active,SS-8295
4105-gb-cylinder,glasgow (uk/scotland),2 craft - fast moving - strange design - unconventional motion - red light pulse mobilising the craft - would raf allow new jets in urb,gb,08/05/2019,180,55.83333,-4.25000,cylinder,Pending,SS-8755
410-phoenix (tempe)-light,phoenix (tempe),5 orange colored lights fall toward earth like fireworks.  Shortly after they hovered in place pulsating and began moving at odd traje,us,03/07/2018,420,33.44833,-112.07333,light,Pending,SS-7932
411-prescott-sleigh,prescott,Observed five yellow-white lights travelling from NW to NE then turning to S,us,03/07/2018,600,34.54000,-112.46778,sleigh,Pending,SS-7931
412-northwest tempe-Sleigh,northwest tempe,We saw 5 red lights in a V sleigh from the north to the south in a fifteen minute period.,us,03/07/2018,900,33.42551,-111.94000,Sleigh,Closed,SS-7930
4139-gb-Sleigh,derby (uk/england),My wife just happend to look up from watching T.V. and was engaged by the vividness of the colours.,gb,08/05/2019,0,53.16667,-1.58333,Sleigh,Closed,SS-8754
413-buckeye-sphere,buckeye,Observed a number (3 - 5) of white/yellow lights hovering (suspended) approximately 7 - 10 miles away.  Observed streaking object leavi,us,03/07/2018,300,33.37028,-112.58306,sphere,Active,SS-7929
414-mesa (at mesa community college)-triangle,mesa (at mesa community college),LARGE TRIANGULAR OBJECT WITH 5 DIM AMBER LIGHTS (ONE IN EACH CORNER AND 2 MORE NEAR FRONT) MOVED SLOWLY NW TO S-SW WITH NO NOISE.,us,03/07/2018,180,33.42222,-111.82194,triangle,Closed,SS-7928
415-prescott-Sleigh,prescott,Saw 5 bright lights in triangle sleigh in the northand heading southeast at an extremely fast speed.,us,03/07/2018,30,34.54000,-112.46778,Sleigh,Closed,SS-7927
416-tonopah-sphere,tonopah,I-10 W of Tonapah AZ and Highway 85 S I watched3 golf ball sized lights QQQ being observed by ajet (half the size of a tack head) 20:,us,03/07/2018,1500,33.49361,-112.93639,sphere,Pending,SS-7926
4172-au-circle,toowoomba  (australia),Blue pulsing light,au,06/06/2019,7200,-27.56056,151.95386,circle,Pending,SS-8999
4179-gb-triangle,falkirk (uk/england),On my way home one night i seen a triangular object 90-100 feet in the air - which i proceeded to follow,gb,06/06/2019,600,56.00000,-3.75000,triangle,Active,SS-8753
417-waterville-egg,waterville,i dont remember going to my room but when i woke up i went to the site at the end of the drive hidden by the high pile of snow and ther,us,03/07/2018,600,44.55194,-69.63222,egg,Pending,SS-7925
4181-gb-triangle,london (about 200 miles west of) (uk/england),Triangular object photographed out airplane window near London UK.,gb,06/06/2019,0,51.51412,-0.09369,triangle,Active,SS-8752
4185-gb-Sleigh,coventry (uk/england),Photographs of a strange sleigh the appears to be in the sky.,gb,06/06/2019,0,52.41667,-1.55000,Sleigh,Pending,SS-8751
418-oakton-delta,oakton,I saw two large bright round white lights moving forward together but keeping the same distance apart.  Then the two lights changed dir,us,03/07/2018,15,38.88083,-77.30111,delta,Pending,SS-7924
4192-de-light,koblenz (westerwald mountains near) (germany),they  couldn;t have been airplanes rockets meteors or something  since the objects moved much too fast and too irregularly (the obj,de,06/06/2019,0,50.88333,12.45000,light,Pending,SS-8796
419-aquaduct (near over desert before entering california)-triangle,aquaduct (near over desert before entering california),Flying Westward in a UAL plane over the desert near the aquaduct before entering CA another UAL plane approached and passed beneath us,us,03/07/2018,120,33.77078,-116.44514,triangle,Pending,SS-7923
41-deweyville-sphere,deweyville,My son and Iwere driving home going northbound along HWY39 we noticed a very bright large green sphericial object traveling east to no,us,11/01/2018,15,41.71056,-112.08944,sphere,Pending,SS-8296
4203-de-Sleigh,osnabruck (germany),craft flew over in sleigh of 20-30 craft.  fireballs  dropped from craft though not  from all craft.  All craft disappeared at a cer,de,06/06/2019,300,52.26667,8.05000,Sleigh,Pending,SS-8791
420-gothenburg (sweden)-sphere,gothenburg (sweden),Me and my vife was climbing in the mountain We stopd and lookd on a  flying object. it was Blue and it looked like a Ball.,us,03/07/2018,1500,0.00000,0.00000,sphere,Active,SS-7922
421-whitefish-light,whitefish,orange lights (not shaped likeaircraft) about 1000 feet overheadfollowed closely by jet (wingsvisible naked eye).  Only soundsof one ai,us,03/07/2018,10,48.41111,-114.33667,light,Closed,SS-7921
422-yucaipa-fireball,yucaipa,A single orange glowing object moving East at a steady speed.  Began to drop flaming objects like the shards from a welders torch.  Aft,us,03/07/2018,120,34.03361,-117.04222,fireball,Active,SS-7920
