Unique ID,Complaint Description,Category,Date logged,Area Code,Ward,Country,Origin,Stage,Sub Status,Closed Successfully,Satisfaction,Within SLA,Closed date
301,I keep locing myself out and your retrieve password functionality doesn’t work.,IT & Services,01/01/2019,B28 9ES ,Hall Green,UK,Web,Stage 1,Closed,TRUE,1,TRUE,01/02/2019
697,Why do you only let us log complaints via the portal? Can we just use the web chat?,IT & Services,01/01/2019,B17 0EY ,Harborne,UK,Phone,Stage 1,Decision Pending,FALSE,4,TRUE,01/02/2019
48,The web chat keeps directing me to some guy called Terence who keeps asking em the same thing.,IT & Services,01/12/2019,B15 2GN,Edgbaston,UK,Letter,Ombudsman,Decision Pending,FALSE,6,TRUE,01/01/2020
444,You never reply to my emails and I feel as if this is terrible customer service.,IT & Services,01/12/2019,B26 3JR ,Sheldon,UK,Chat,Ombudsman,Decision Pending,FALSE,7,TRUE,01/01/2020
840,I keep getting transferred to this lady who keeps asking me t use umbers on my phone. I don’t know why she doesn’t listen whn I talk.,IT & Services,01/12/2019,B23 5LW,Birminham City Center,UK,Social,Ombudsman,Closed,FALSE,1,FALSE,01/01/2020
312,Your website still has all of the older tarrifs loaded.,IT & Services,01/12/2019,B28 9ET ,Hall Green,UK,Phone,Ombudsman,Decision Pending,FALSE,3,TRUE,01/01/2020
708,I Literally HATE your website. Its impossible to find ANYTHING.,IT & Services,01/12/2019,B17 0HA ,Harborne,UK,Letter,Ombudsman,Acknowledged,FALSE,6,TRUE,01/01/2020
180,I keep locing myself out and your retrieve password functionality doesn’t work.,IT & Services,01/12/2019,B15 1PH,Edgbaston,UK,Social,Ombudsman,Complaint Upheld,FALSE,3,TRUE,01/01/2020
576,Why do you only let us log complaints via the portal? Can we just use the web chat?,IT & Services,01/12/2019,B28 9HA ,Hall Green,UK,Web,Ombudsman,In Progress,FALSE,2,TRUE,01/01/2020
972,The web chat keeps directing me to some guy called Terence who keeps asking em the same thing.,IT & Services,01/07/2019,B18 5QS,Birminham City Center,UK,Phone,Ombudsman,Complaint Rejected,TRUE,2,TRUE,01/08/2019
246,You never reply to my emails and I feel as if this is terrible customer service.,IT & Services,01/06/2019,B28 9HG ,Hall Green,UK,Web,Stage 2,Acknowledged,FALSE,2,TRUE,02/07/2019
642,I keep getting transferred to this lady who keeps asking me t use umbers on my phone. I don’t know why she doesn’t listen whn I talk.,IT & Services,01/06/2019,B17 0HB,Harborne,UK,Phone,Stage 2,Complaint Upheld,FALSE,3,TRUE,02/07/2019
114,Your website still has all of the older tarrifs loaded.,IT & Services,01/06/2019,B16 9DX,Edgbaston,UK,Chat,Stage 2,In Progress,FALSE,7,TRUE,02/07/2019
510,I Literally HATE your website. Its impossible to find ANYTHING.,IT & Services,01/07/2019,B26 3JS ,Sheldon,UK,Social,Stage 2,Complaint Rejected,TRUE,3,TRUE,01/08/2019
906,I keep locing myself out and your retrieve password functionality doesn’t work.,IT & Services,01/06/2019,B18 5QT,Birminham City Center,UK,Web,Stage 2,Decision Pending,FALSE,2,TRUE,02/07/2019
378,Why do you only let us log complaints via the portal? Can we just use the web chat?,IT & Services,01/06/2019,B28 9HH ,Hall Green,UK,Letter,Stage 2,Closed,TRUE,6,TRUE,02/07/2019
774,The web chat keeps directing me to some guy called Terence who keeps asking em the same thing.,IT & Services,01/06/2019,B17 0AS ,Harborne,UK,Chat,Stage 2,Decision Pending,FALSE,7,TRUE,02/07/2019
147,You never reply to my emails and I feel as if this is terrible customer service.,IT & Services,01/03/2019,B16 9JN,Edgbaston,UK,Phone,Stage 3,Closed,TRUE,4,TRUE,01/04/2019
543,I keep getting transferred to this lady who keeps asking me t use umbers on my phone. I don’t know why she doesn’t listen whn I talk.,IT & Services,01/03/2019,B26 3LS ,Sheldon,UK,Letter,Stage 3,Decision Pending,FALSE,5,TRUE,01/04/2019
939,Your website still has all of the older tarrifs loaded.,IT & Services,01/03/2019,B23 5FU,Birminham City Center,UK,Chat,Stage 3,Acknowledged,FALSE,8,TRUE,01/04/2019
15,I Literally HATE your website. Its impossible to find ANYTHING.,IT & Services,01/03/2019,B28 9HS ,Hall Green,UK,Social,Stage 2,Acknowledged,FALSE,8,TRUE,01/04/2019
411,I keep locing myself out and your retrieve password functionality doesn’t work.,IT & Services,01/03/2019,B17 0AT ,Harborne,UK,Web,Stage 3,Complaint Upheld,FALSE,1,TRUE,01/04/2019
807,Why do you only let us log complaints via the portal? Can we just use the web chat?,IT & Services,01/03/2019,B15 3UN,Edgbaston,UK,Phone,Stage 3,Decision Pending,FALSE,4,TRUE,01/04/2019
279,The web chat keeps directing me to some guy called Terence who keeps asking em the same thing.,IT & Services,01/03/2019,B26 3NJ ,Sheldon,UK,Chat,Stage 3,Complaint Rejected,TRUE,3,TRUE,01/04/2019
675,You never reply to my emails and I feel as if this is terrible customer service.,IT & Services,01/03/2019,B28 9HT ,Hall Green,UK,Phone,Stage 3,Decision Pending,FALSE,8,TRUE,01/04/2019
14,I keep getting transferred to this lady who keeps asking me t use umbers on my phone. I don’t know why she doesn’t listen whn I talk.,IT & Services,01/02/2019,B28 9HW ,Hall Green,UK,Chat,Stage 2,Closed,TRUE,1,FALSE,04/03/2019
410,Your website still has all of the older tarrifs loaded.,IT & Services,01/07/2019,B17 0AU ,Harborne,UK,Social,Stage 2,Decision Pending,FALSE,0,FALSE,01/08/2019
806,I Literally HATE your website. Its impossible to find ANYTHING.,IT & Services,01/02/2019,B16 9ND,Edgbaston,UK,Web,Stage 2,Acknowledged,FALSE,2,FALSE,04/03/2019
146,I keep locing myself out and your retrieve password functionality doesn’t work.,IT & Services,01/02/2019,B26 3NL ,Sheldon,UK,Web,Stage 2,Complaint Rejected,TRUE,1,TRUE,04/03/2019
542,Why do you only let us log complaints via the portal? Can we just use the web chat?,IT & Services,01/02/2019,B11 1NU ,Birminham City Center,UK,Phone,Stage 2,Decision Pending,FALSE,3,FALSE,04/03/2019
938,The web chat keeps directing me to some guy called Terence who keeps asking em the same thing.,IT & Services,01/02/2019,B28 9JA ,Hall Green,UK,Letter,Stage 2,Closed,TRUE,1,FALSE,04/03/2019
278,You never reply to my emails and I feel as if this is terrible customer service.,IT & Services,01/02/2019,B17 0AX ,Harborne,UK,Letter,Stage 2,Complaint Upheld,FALSE,6,FALSE,04/03/2019
674,I keep getting transferred to this lady who keeps asking me t use umbers on my phone. I don’t know why she doesn’t listen whn I talk.,IT & Services,01/02/2019,B16 0PW,Edgbaston,UK,Chat,Stage 2,In Progress,FALSE,1,FALSE,04/03/2019
113,Your website still has all of the older tarrifs loaded.,IT & Services,01/05/2019,B26 3NR ,Sheldon,UK,Letter,Stage 1,Acknowledged,FALSE,1,FALSE,01/06/2019
509,I Literally HATE your website. Its impossible to find ANYTHING.,IT & Services,01/05/2019,B11 1NY ,Birminham City Center,UK,Chat,Stage 1,Complaint Upheld,FALSE,1,FALSE,01/06/2019
905,I keep locing myself out and your retrieve password functionality doesn’t work.,IT & Services,01/05/2019,B28 9JB,Hall Green,UK,Social,Stage 1,In Progress,FALSE,0,FALSE,01/06/2019
245,Why do you only let us log complaints via the portal? Can we just use the web chat?,IT & Services,01/05/2019,B17 0AY,Harborne,UK,Social,Stage 1,Closed,TRUE,1,FALSE,01/06/2019
641,The web chat keeps directing me to some guy called Terence who keeps asking em the same thing.,IT & Services,01/05/2019,B15 2TJ,Edgbaston,UK,Web,Stage 2,Decision Pending,FALSE,1,FALSE,01/06/2019
377,You never reply to my emails and I feel as if this is terrible customer service.,IT & Services,01/05/2019,B26 3NW ,Sheldon,UK,Phone,Stage 1,Complaint Rejected,TRUE,2,TRUE,01/06/2019
773,I keep getting transferred to this lady who keeps asking me t use umbers on my phone. I don’t know why she doesn’t listen whn I talk.,IT & Services,01/05/2019,B11 1PB,Birminham City Center,UK,Letter,Stage 1,Decision Pending,FALSE,3,FALSE,01/06/2019
124,Your website still has all of the older tarrifs loaded.,IT & Services,01/04/2019,B28 8AA,Hall Green,UK,Chat,Ombudsman,Complaint Upheld,FALSE,7,TRUE,02/05/2019
520,I Literally HATE your website. Its impossible to find ANYTHING.,IT & Services,01/04/2019,B28 9BL,Hall Green,UK,Phone,Ombudsman,In Progress,FALSE,10,TRUE,02/05/2019
916,I keep locing myself out and your retrieve password functionality doesn’t work.,IT & Services,01/04/2019,B15 2TA,Edgbaston,UK,Phone,Ombudsman,Complaint Rejected,TRUE,2,TRUE,02/05/2019
388,Why do you only let us log complaints via the portal? Can we just use the web chat?,IT & Services,01/04/2019,B26 3PD ,Sheldon,UK,Letter,Stage 2,Decision Pending,FALSE,6,TRUE,02/05/2019
784,The web chat keeps directing me to some guy called Terence who keeps asking em the same thing.,IT & Services,01/04/2019,B14 7QD ,Birminham City Center,UK,Chat,Ombudsman,Closed,FALSE,1,FALSE,02/05/2019
256,You never reply to my emails and I feel as if this is terrible customer service.,IT & Services,01/04/2019,B28 9BJ,Hall Green,UK,Phone,Ombudsman,Decision Pending,FALSE,2,TRUE,02/05/2019
652,I keep getting transferred to this lady who keeps asking me t use umbers on my phone. I don’t know why she doesn’t listen whn I talk.,IT & Services,01/04/2019,B17 9RD ,Harborne,UK,Phone,Ombudsman,Decision Pending,FALSE,3,TRUE,02/05/2019
201,Your website still has all of the older tarrifs loaded.,IT & Services,01/09/2019,B15 2SY,Edgbaston,UK,Web,Stage 1,Complaint Upheld,FALSE,1,TRUE,02/10/2019
597,I Literally HATE your website. Its impossible to find ANYTHING.,IT & Services,01/09/2019,B26 3PG ,Sheldon,UK,Phone,Stage 1,In Progress,FALSE,7,TRUE,02/10/2019
993,I keep locing myself out and your retrieve password functionality doesn’t work.,IT & Services,01/09/2019,B14 7QE,Birminham City Center,UK,Letter,Stage 1,Complaint Rejected,TRUE,2,TRUE,02/10/2019
69,Why do you only let us log complaints via the portal? Can we just use the web chat?,IT & Services,01/09/2019,B28 0PH,Hall Green,UK,Chat,Stage 1,Complaint Rejected,TRUE,4,TRUE,02/10/2019
465,The web chat keeps directing me to some guy called Terence who keeps asking em the same thing.,IT & Services,01/09/2019,B17 9RE ,Harborne,UK,Social,Stage 1,Decision Pending,FALSE,7,TRUE,02/10/2019
861,You never reply to my emails and I feel as if this is terrible customer service.,IT & Services,01/09/2019,B15 2GW ,Edgbaston,UK,Web,Stage 1,Closed,TRUE,3,TRUE,02/10/2019
333,I keep getting transferred to this lady who keeps asking me t use umbers on my phone. I don’t know why she doesn’t listen whn I talk.,IT & Services,01/09/2019,B26 3PN ,Sheldon,UK,Letter,Stage 1,Decision Pending,FALSE,7,TRUE,02/10/2019
729,Your website still has all of the older tarrifs loaded.,IT & Services,01/09/2019,B18 5NR,Birminham City Center,UK,Chat,Stage 1,Decision Pending,FALSE,8,TRUE,02/10/2019
311,I Literally HATE your website. Its impossible to find ANYTHING.,IT & Services,01/07/2019,B28 8BA ,Hall Green,UK,Web,Stage 3,Decision Pending,FALSE,1,FALSE,01/08/2019
707,I keep locing myself out and your retrieve password functionality doesn’t work.,IT & Services,01/11/2019,B17 9RF,Harborne,UK,Phone,Stage 3,Closed,TRUE,0,FALSE,02/12/2019
47,Why do you only let us log complaints via the portal? Can we just use the web chat?,IT & Services,01/11/2019,B15 2WB,Edgbaston,UK,Phone,Stage 3,Complaint Upheld,FALSE,1,FALSE,02/12/2019
443,The web chat keeps directing me to some guy called Terence who keeps asking em the same thing.,IT & Services,01/07/2019,B26 3PP ,Sheldon,UK,Letter,Stage 3,In Progress,FALSE,1,FALSE,01/08/2019
839,You never reply to my emails and I feel as if this is terrible customer service.,IT & Services,01/11/2019,B28 8BB ,Hall Green,UK,Phone,Stage 3,Complaint Rejected,TRUE,4,TRUE,02/12/2019
179,I keep getting transferred to this lady who keeps asking me t use umbers on my phone. I don’t know why she doesn’t listen whn I talk.,IT & Services,01/11/2019,B28 8BD ,Hall Green,UK,Chat,Stage 3,Decision Pending,FALSE,1,FALSE,02/12/2019
575,Your website still has all of the older tarrifs loaded.,IT & Services,01/11/2019,B17 9JT ,Harborne,UK,Social,Stage 3,Decision Pending,FALSE,0,FALSE,02/12/2019
971,I Literally HATE your website. Its impossible to find ANYTHING.,IT & Services,01/07/2019,B16 9HR,Edgbaston,UK,Web,Stage 3,Complaint Upheld,FALSE,0,FALSE,01/08/2019
212,I keep locing myself out and your retrieve password functionality doesn’t work.,IT & Services,01/08/2019,B26 3PX ,Sheldon,UK,Phone,Ombudsman,In Progress,FALSE,1,FALSE,01/09/2019
608,Why do you only let us log complaints via the portal? Can we just use the web chat?,IT & Services,01/08/2019,B24 8HE,Birminham City Center,UK,Letter,Ombudsman,Complaint Rejected,TRUE,1,TRUE,01/09/2019
344,The web chat keeps directing me to some guy called Terence who keeps asking em the same thing.,IT & Services,01/07/2019,B28 8BE ,Hall Green,UK,Chat,Ombudsman,Acknowledged,FALSE,1,FALSE,01/08/2019
740,You never reply to my emails and I feel as if this is terrible customer service.,IT & Services,01/08/2019,B17 9LH ,Harborne,UK,Social,Ombudsman,Complaint Upheld,FALSE,0,FALSE,01/09/2019
80,I keep getting transferred to this lady who keeps asking me t use umbers on my phone. I don’t know why she doesn’t listen whn I talk.,IT & Services,01/08/2019,B16 9DU,Edgbaston,UK,Social,Ombudsman,Decision Pending,FALSE,7,TRUE,01/09/2019
476,Your website still has all of the older tarrifs loaded.,IT & Services,01/08/2019,B26 3PY ,Sheldon,UK,Web,Ombudsman,Closed,FALSE,3,FALSE,01/09/2019
872,I Literally HATE your website. Its impossible to find ANYTHING.,IT & Services,01/07/2019,B29 4NS ,Birminham City Center,UK,Phone,Ombudsman,Decision Pending,FALSE,3,FALSE,01/08/2019
223,I keep locing myself out and your retrieve password functionality doesn’t work.,IT & Services,01/07/2019,B28 8LE ,Hall Green,UK,Phone,Stage 3,Complaint Rejected,TRUE,2,TRUE,01/08/2019
619,Why do you only let us log complaints via the portal? Can we just use the web chat?,IT & Services,01/07/2019,B17 9LP ,Harborne,UK,Chat,Stage 3,Decision Pending,FALSE,8,TRUE,01/08/2019
91,The web chat keeps directing me to some guy called Terence who keeps asking em the same thing.,IT & Services,01/07/2019,B15 2NN,Edgbaston,UK,Web,Stage 3,Closed,TRUE,7,TRUE,01/08/2019
487,You never reply to my emails and I feel as if this is terrible customer service.,IT & Services,01/07/2019,B26 3YU,Sheldon,UK,Phone,Stage 3,Decision Pending,FALSE,4,TRUE,01/08/2019
883,I keep getting transferred to this lady who keeps asking me t use umbers on my phone. I don’t know why she doesn’t listen whn I talk.,IT & Services,01/07/2019,B29 4NT ,Birminham City Center,UK,Phone,Stage 3,Acknowledged,FALSE,7,TRUE,01/08/2019
355,Your website still has all of the older tarrifs loaded.,IT & Services,01/07/2019,B28 8LF ,Hall Green,UK,Social,Stage 3,Complaint Upheld,FALSE,8,TRUE,01/08/2019
751,I Literally HATE your website. Its impossible to find ANYTHING.,IT & Services,01/07/2019,B17 9LR ,Harborne,UK,Web,Stage 3,In Progress,FALSE,1,TRUE,01/08/2019
322,I keep locing myself out and your retrieve password functionality doesn’t work.,IT & Services,01/10/2019,B15 3AY ,Edgbaston,UK,Phone,Stage 2,Closed,TRUE,3,TRUE,01/11/2019
718,Why do you only let us log complaints via the portal? Can we just use the web chat?,IT & Services,01/10/2019,B28 8LH ,Hall Green,UK,Letter,Stage 2,Decision Pending,FALSE,6,TRUE,01/11/2019
190,The web chat keeps directing me to some guy called Terence who keeps asking em the same thing.,IT & Services,01/10/2019,B29 4NU ,Birminham City Center,UK,Social,Stage 2,Acknowledged,FALSE,10,TRUE,01/11/2019
586,You never reply to my emails and I feel as if this is terrible customer service.,IT & Services,01/10/2019,B28 8LW,Hall Green,UK,Web,Stage 2,Decision Pending,FALSE,2,TRUE,01/11/2019
982,I keep getting transferred to this lady who keeps asking me t use umbers on my phone. I don’t know why she doesn’t listen whn I talk.,IT & Services,01/10/2019,B17 9LS ,Harborne,UK,Phone,Stage 2,In Progress,FALSE,3,TRUE,01/11/2019
58,Your website still has all of the older tarrifs loaded.,IT & Services,01/10/2019,B15 3PR ,Edgbaston,UK,Letter,Stage 2,In Progress,FALSE,7,TRUE,01/11/2019
454,I Literally HATE your website. Its impossible to find ANYTHING.,IT & Services,01/07/2019,B26 3JY ,Sheldon,UK,Chat,Stage 2,Complaint Rejected,TRUE,0,TRUE,01/08/2019
850,I keep locing myself out and your retrieve password functionality doesn’t work.,IT & Services,01/10/2019,B29 4NZ ,Birminham City Center,UK,Social,Stage 2,Decision Pending,FALSE,10,TRUE,01/11/2019
25,Why do you only let us log complaints via the portal? Can we just use the web chat?,IT & Services,01/01/2019,B28 0TJ ,Hall Green,UK,Social,Stage 1,Decision Pending,FALSE,8,TRUE,01/02/2019
421,The web chat keeps directing me to some guy called Terence who keeps asking em the same thing.,IT & Services,01/01/2019,B17 9LU ,Harborne,UK,Web,Stage 1,Acknowledged,FALSE,1,TRUE,01/02/2019
817,You never reply to my emails and I feel as if this is terrible customer service.,IT & Services,01/01/2019,B15 3PS ,Edgbaston,UK,Phone,Stage 1,Complaint Upheld,FALSE,4,TRUE,01/02/2019
289,I keep getting transferred to this lady who keeps asking me t use umbers on my phone. I don’t know why she doesn’t listen whn I talk.,IT & Services,01/01/2019,B26 3LA ,Sheldon,UK,Chat,Stage 1,In Progress,FALSE,8,TRUE,01/02/2019
685,Your website still has all of the older tarrifs loaded.,IT & Services,01/01/2019,B29 4PA ,Birminham City Center,UK,Social,Stage 1,Complaint Rejected,TRUE,2,TRUE,01/02/2019
157,I Literally HATE your website. Its impossible to find ANYTHING.,IT & Services,01/01/2019,B28 0TR ,Hall Green,UK,Phone,Stage 1,Decision Pending,FALSE,4,TRUE,01/02/2019
553,I keep locing myself out and your retrieve password functionality doesn’t work.,IT & Services,01/01/2019,B17 9LX ,Harborne,UK,Phone,Stage 1,Closed,TRUE,3,TRUE,01/02/2019
949,Why do you only let us log complaints via the portal? Can we just use the web chat?,IT & Services,01/01/2019,B15 3PU ,Edgbaston,UK,Chat,Stage 1,Decision Pending,FALSE,8,TRUE,01/02/2019
300,The web chat keeps directing me to some guy called Terence who keeps asking em the same thing.,IT & Services,01/12/2019,B26 3LE,Sheldon,UK,Social,Ombudsman,Complaint Rejected,TRUE,2,TRUE,01/01/2020
696,You never reply to my emails and I feel as if this is terrible customer service.,IT & Services,01/12/2019,B29 4PG ,Birminham City Center,UK,Phone,Ombudsman,Decision Pending,FALSE,2,TRUE,01/01/2020
168,I keep getting transferred to this lady who keeps asking me t use umbers on my phone. I don’t know why she doesn’t listen whn I talk.,IT & Services,01/12/2019,B28 0TS ,Hall Green,UK,Letter,Ombudsman,Closed,FALSE,1,FALSE,01/01/2020
564,Your website still has all of the older tarrifs loaded.,IT & Services,01/12/2019,B17 9LY,Harborne,UK,Chat,Ombudsman,Decision Pending,FALSE,7,TRUE,01/01/2020
960,I Literally HATE your website. Its impossible to find ANYTHING.,IT & Services,01/12/2019,B15 3PZ ,Edgbaston,UK,Social,Ombudsman,Acknowledged,FALSE,10,TRUE,01/01/2020
36,I keep locing myself out and your retrieve password functionality doesn’t work.,IT & Services,01/12/2019,B28 0TT ,Hall Green,UK,Web,Stage 2,Acknowledged,FALSE,2,TRUE,01/01/2020
432,Why do you only let us log complaints via the portal? Can we just use the web chat?,IT & Services,01/12/2019,B29 4PH ,Birminham City Center,UK,Phone,Ombudsman,Complaint Upheld,FALSE,3,TRUE,01/01/2020
828,The web chat keeps directing me to some guy called Terence who keeps asking em the same thing.,IT & Services,01/12/2019,B28 0TU ,Hall Green,UK,Letter,Ombudsman,In Progress,FALSE,6,TRUE,01/01/2020
102,You never reply to my emails and I feel as if this is terrible customer service.,IT & Services,01/06/2019,B17 8TU,Harborne,UK,Phone,Stage 2,Decision Pending,FALSE,3,TRUE,02/07/2019
498,I keep getting transferred to this lady who keeps asking me t use umbers on my phone. I don’t know why she doesn’t listen whn I talk.,IT & Services,01/07/2019,B15 3QD,Edgbaston,UK,Letter,Stage 2,Decision Pending,FALSE,6,TRUE,01/08/2019
894,Your website still has all of the older tarrifs loaded.,IT & Services,01/06/2019,B26 3TU,Sheldon,UK,Phone,Stage 2,Complaint Upheld,FALSE,7,TRUE,02/07/2019
366,I Literally HATE your website. Its impossible to find ANYTHING.,IT & Services,01/07/2019,B29 4PQ ,Birminham City Center,UK,Web,Stage 2,In Progress,FALSE,2,TRUE,01/08/2019
762,I keep locing myself out and your retrieve password functionality doesn’t work.,IT & Services,01/06/2019,B28 0TX,Hall Green,UK,Phone,Stage 2,Complaint Rejected,TRUE,1,TRUE,02/07/2019
234,Why do you only let us log complaints via the portal? Can we just use the web chat?,IT & Services,01/06/2019,B17 8QQ,Harborne,UK,Chat,Stage 2,Decision Pending,FALSE,7,TRUE,02/07/2019
630,The web chat keeps directing me to some guy called Terence who keeps asking em the same thing.,IT & Services,01/06/2019,B15 3PP,Edgbaston,UK,Social,Stage 2,Decision Pending,FALSE,10,TRUE,02/07/2019
3,You never reply to my emails and I feel as if this is terrible customer service.,IT & Services,01/03/2019,B26 3SZ,Sheldon,UK,Phone,Stage 2,Decision Pending,FALSE,5,TRUE,01/04/2019
399,I keep getting transferred to this lady who keeps asking me t use umbers on my phone. I don’t know why she doesn’t listen whn I talk.,IT & Services,01/03/2019,B29 4PS ,Birminham City Center,UK,Chat,Stage 3,Closed,TRUE,8,TRUE,01/04/2019
795,Your website still has all of the older tarrifs loaded.,IT & Services,01/03/2019,B28 8LU ,Hall Green,UK,Social,Stage 3,Decision Pending,FALSE,8,TRUE,01/04/2019
267,I Literally HATE your website. Its impossible to find ANYTHING.,IT & Services,01/03/2019,B17 9EH,Harborne,UK,Phone,Stage 2,Acknowledged,FALSE,4,TRUE,01/04/2019
663,I keep locing myself out and your retrieve password functionality doesn’t work.,IT & Services,01/03/2019,B15 2TE,Edgbaston,UK,Phone,Stage 3,Complaint Upheld,FALSE,5,TRUE,01/04/2019
135,Why do you only let us log complaints via the portal? Can we just use the web chat?,IT & Services,01/03/2019,B26 3SX ,Sheldon,UK,Social,Stage 3,In Progress,FALSE,8,TRUE,01/04/2019
531,The web chat keeps directing me to some guy called Terence who keeps asking em the same thing.,IT & Services,01/03/2019,B29 4PY ,Birminham City Center,UK,Web,Stage 3,Complaint Rejected,TRUE,2,TRUE,01/04/2019
927,You never reply to my emails and I feel as if this is terrible customer service.,IT & Services,01/03/2019,B28 8LX ,Hall Green,UK,Phone,Stage 3,Decision Pending,FALSE,4,TRUE,01/04/2019
230,I keep getting transferred to this lady who keeps asking me t use umbers on my phone. I don’t know why she doesn’t listen whn I talk.,IT & Services,01/02/2019,B17 0SN ,Harborne,UK,Social,Stage 2,Complaint Rejected,TRUE,0,TRUE,04/03/2019
626,Your website still has all of the older tarrifs loaded.,IT & Services,01/02/2019,B15 3JT ,Edgbaston,UK,Web,Stage 2,Decision Pending,FALSE,2,FALSE,04/03/2019
362,I Literally HATE your website. Its impossible to find ANYTHING.,IT & Services,01/07/2019,B26 3SY,Sheldon,UK,Phone,Stage 2,Complaint Upheld,FALSE,3,FALSE,01/08/2019
758,I keep locing myself out and your retrieve password functionality doesn’t work.,IT & Services,01/02/2019,B28 8NA ,Hall Green,UK,Letter,Stage 2,In Progress,FALSE,1,FALSE,04/03/2019
98,Why do you only let us log complaints via the portal? Can we just use the web chat?,IT & Services,01/02/2019,B28 8NB ,Hall Green,UK,Letter,Stage 2,Closed,TRUE,1,FALSE,04/03/2019
494,The web chat keeps directing me to some guy called Terence who keeps asking em the same thing.,IT & Services,01/02/2019,B17 0SP ,Harborne,UK,Chat,Stage 2,Decision Pending,FALSE,7,FALSE,04/03/2019
890,You never reply to my emails and I feel as if this is terrible customer service.,IT & Services,01/02/2019,B15 3JU ,Edgbaston,UK,Phone,Stage 2,Acknowledged,FALSE,1,FALSE,04/03/2019
329,I keep getting transferred to this lady who keeps asking me t use umbers on my phone. I don’t know why she doesn’t listen whn I talk.,IT & Services,01/07/2019,B26 3LB,Sheldon,UK,Chat,Stage 1,Closed,TRUE,0,FALSE,01/08/2019
725,Your website still has all of the older tarrifs loaded.,IT & Services,01/05/2019,B29 4PZ,Birminham City Center,UK,Social,Stage 1,Decision Pending,FALSE,0,FALSE,01/06/2019
65,I Literally HATE your website. Its impossible to find ANYTHING.,IT & Services,01/05/2019,B28 8ND ,Hall Green,UK,Social,Stage 1,In Progress,FALSE,0,FALSE,01/06/2019
461,I keep locing myself out and your retrieve password functionality doesn’t work.,IT & Services,01/05/2019,B17 0SR,Harborne,UK,Web,Stage 1,Complaint Rejected,TRUE,2,TRUE,01/06/2019
857,Why do you only let us log complaints via the portal? Can we just use the web chat?,IT & Services,01/05/2019,B15 3JX,Edgbaston,UK,Phone,Stage 1,Decision Pending,FALSE,1,FALSE,01/06/2019
197,The web chat keeps directing me to some guy called Terence who keeps asking em the same thing.,IT & Services,01/05/2019,B26 1BN,Sheldon,UK,Phone,Stage 1,Acknowledged,FALSE,4,FALSE,01/06/2019
593,You never reply to my emails and I feel as if this is terrible customer service.,IT & Services,01/05/2019,B18 7DL ,Birminham City Center,UK,Letter,Stage 1,Complaint Upheld,FALSE,1,FALSE,01/06/2019
989,I keep getting transferred to this lady who keeps asking me t use umbers on my phone. I don’t know why she doesn’t listen whn I talk.,IT & Services,01/05/2019,B28 8NE ,Hall Green,UK,Chat,Stage 2,In Progress,FALSE,1,FALSE,01/06/2019
340,Your website still has all of the older tarrifs loaded.,IT & Services,01/04/2019,B17 0AE ,Harborne,UK,Social,Ombudsman,Decision Pending,FALSE,10,TRUE,02/05/2019
736,I Literally HATE your website. Its impossible to find ANYTHING.,IT & Services,01/04/2019,B5 7RG ,Edgbaston,UK,Web,Ombudsman,Acknowledged,FALSE,2,TRUE,02/05/2019
208,I keep locing myself out and your retrieve password functionality doesn’t work.,IT & Services,01/04/2019,B26 2QJ,Sheldon,UK,Phone,Ombudsman,Complaint Upheld,FALSE,6,TRUE,02/05/2019
604,Why do you only let us log complaints via the portal? Can we just use the web chat?,IT & Services,01/04/2019,B18 7DW,Birminham City Center,UK,Chat,Ombudsman,In Progress,FALSE,7,TRUE,02/05/2019
1000,The web chat keeps directing me to some guy called Terence who keeps asking em the same thing.,IT & Services,01/07/2019,B28 8NF ,Hall Green,UK,Social,Ombudsman,Complaint Rejected,TRUE,2,TRUE,01/08/2019
76,You never reply to my emails and I feel as if this is terrible customer service.,IT & Services,01/04/2019,B17 0AG ,Harborne,UK,Web,Ombudsman,Complaint Rejected,TRUE,3,TRUE,02/05/2019
472,I keep getting transferred to this lady who keeps asking me t use umbers on my phone. I don’t know why she doesn’t listen whn I talk.,IT & Services,01/04/2019,B5 7RQ,Edgbaston,UK,Phone,Ombudsman,Decision Pending,FALSE,7,TRUE,02/05/2019
868,Your website still has all of the older tarrifs loaded.,IT & Services,01/04/2019,B26 3TH ,Sheldon,UK,Letter,Ombudsman,Closed,FALSE,1,FALSE,02/05/2019
21,I Literally HATE your website. Its impossible to find ANYTHING.,IT & Services,01/07/2019,B26 2TZ,Birminham City Center,UK,Web,Stage 2,Closed,TRUE,7,TRUE,01/08/2019
417,I keep locing myself out and your retrieve password functionality doesn’t work.,IT & Services,01/07/2019,B28 8NG,Hall Green,UK,Phone,Stage 1,Decision Pending,FALSE,4,TRUE,01/08/2019
813,Why do you only let us log complaints via the portal? Can we just use the web chat?,IT & Services,01/09/2019,B28 8ES ,Hall Green,UK,Letter,Stage 1,Acknowledged,FALSE,5,TRUE,02/10/2019
285,The web chat keeps directing me to some guy called Terence who keeps asking em the same thing.,IT & Services,01/09/2019,B16 0HD,Edgbaston,UK,Social,Stage 1,Complaint Upheld,FALSE,8,TRUE,02/10/2019
681,You never reply to my emails and I feel as if this is terrible customer service.,IT & Services,01/09/2019,B26 3TP ,Sheldon,UK,Phone,Stage 1,In Progress,FALSE,1,TRUE,02/10/2019
